customer_key,customer_id,first_name,last_name,email,customer_segment,country,city,postal_code,effective_date,end_date,is_current,version
457,CUST_0457,Jennifer,Jones,cust_457@example.com,Premium,United States,Sample City,95498,2025-01-01,9999-12-31,True,1
458,CUST_0458,Elizabeth,Brown,cust_458@example.com,Standard,Australia,Sample City,14888,2025-01-01,9999-12-31,True,1
459,CUST_0459,John,Miller,cust_459@example.com,Premium,Canada,Sample City,14763,2025-01-01,9999-12-31,True,1
460,CUST_0460,Michael,Davis,cust_460@example.com,Standard,Australia,Sample City,47941,2025-01-01,9999-12-31,True,1
461,CUST_0461,James,Smith,cust_461@example.com,Standard,Japan,Sample City,24064,2025-01-01,9999-12-31,True,1
462,CUST_0462,Jennifer,Jones,cust_462@example.com,Standard,Australia,Sample City,81211,2025-01-01,9999-12-31,True,1
463,CUST_0463,William,Davis,cust_463@example.com,Premium,Canada,Sample City,76088,2025-01-01,9999-12-31,True,1
464,CUST_0464,Linda,Jones,cust_464@example.com,Standard,United States,Sample City,53343,2025-01-01,9999-12-31,True,1
465,CUST_0465,John,Davis,cust_465@example.com,Premium,Australia,Sample City,34405,2025-01-01,9999-12-31,True,1
466,CUST_0466,James,Garcia,cust_466@example.com,Premium,Japan,Sample City,98395,2025-01-01,9999-12-31,True,1
467,CUST_0467,Patricia,Williams,cust_467@example.com,Premium,Australia,Sample City,63148,2025-01-01,9999-12-31,True,1
468,CUST_0468,Michael,Rodriguez,cust_468@example.com,Standard,Germany,Sample City,97720,2025-01-01,9999-12-31,True,1
469,CUST_0469,Mary,Williams,cust_469@example.com,VIP,Germany,Sample City,52415,2025-01-01,9999-12-31,True,1
470,CUST_0470,Patricia,Smith,cust_470@example.com,Standard,Canada,Sample City,68554,2025-01-01,9999-12-31,True,1
471,CUST_0471,Robert,Garcia,cust_471@example.com,Standard,Australia,Sample City,85088,2025-01-01,9999-12-31,True,1
472,CUST_0472,James,Jones,cust_472@example.com,Premium,Australia,Sample City,40972,2025-01-01,9999-12-31,True,1
473,CUST_0473,James,Johnson,cust_473@example.com,Standard,Canada,Sample City,63138,2025-01-01,9999-12-31,True,1
474,CUST_0474,William,Jones,cust_474@example.com,Premium,Australia,Sample City,48671,2025-01-01,9999-12-31,True,1
475,CUST_0475,Jennifer,Martinez,cust_475@example.com,Standard,Canada,Sample City,72676,2025-01-01,9999-12-31,True,1
476,CUST_0476,John,Davis,cust_476@example.com,Premium,Japan,Sample City,58971,2025-01-01,9999-12-31,True,1
477,CUST_0477,Michael,Rodriguez,cust_477@example.com,VIP,Japan,Sample City,97044,2025-01-01,9999-12-31,True,1
478,CUST_0478,Patricia,Brown,cust_478@example.com,Premium,Japan,Sample City,20730,2025-01-01,9999-12-31,True,1
479,CUST_0479,William,Davis,cust_479@example.com,Standard,United Kingdom,Sample City,20237,2025-01-01,9999-12-31,True,1
480,CUST_0480,Elizabeth,Johnson,cust_480@example.com,Standard,Japan,Sample City,76255,2025-01-01,9999-12-31,True,1
481,CUST_0481,Patricia,Martinez,cust_481@example.com,Standard,Canada,Sample City,53007,2025-01-01,9999-12-31,True,1
482,CUST_0482,William,Davis,cust_482@example.com,Standard,Canada,Sample City,86434,2025-01-01,9999-12-31,True,1
483,CUST_0483,Linda,Johnson,cust_483@example.com,Premium,Germany,Sample City,17292,2025-01-01,9999-12-31,True,1
484,CUST_0484,Linda,Williams,cust_484@example.com,Standard,Germany,Sample City,83912,2025-01-01,9999-12-31,True,1
485,CUST_0485,James,Rodriguez,cust_485@example.com,Standard,United Kingdom,Sample City,12853,2025-01-01,9999-12-31,True,1
486,CUST_0486,Michael,Jones,cust_486@example.com,Premium,Australia,Sample City,38560,2025-01-01,9999-12-31,True,1
487,CUST_0487,Elizabeth,Johnson,cust_487@example.com,Standard,United Kingdom,Sample City,18357,2025-01-01,9999-12-31,True,1
488,CUST_0488,William,Smith,cust_488@example.com,VIP,United States,Sample City,71875,2025-01-01,9999-12-31,True,1
489,CUST_0489,James,Jones,cust_489@example.com,Standard,Canada,Sample City,94085,2025-01-01,9999-12-31,True,1
490,CUST_0490,Michael,Garcia,cust_490@example.com,VIP,Germany,Sample City,68790,2025-01-01,9999-12-31,True,1
491,CUST_0491,Michael,Miller,cust_491@example.com,Standard,Australia,Sample City,80687,2025-01-01,9999-12-31,True,1
492,CUST_0492,John,Garcia,cust_492@example.com,Standard,Japan,Sample City,61518,2025-01-01,9999-12-31,True,1
493,CUST_0493,William,Williams,cust_493@example.com,Premium,Canada,Sample City,10455,2025-01-01,9999-12-31,True,1
494,CUST_0494,James,Jones,cust_494@example.com,Standard,Australia,Sample City,81361,2025-01-01,9999-12-31,True,1
495,CUST_0495,Michael,Rodriguez,cust_495@example.com,Standard,Canada,Sample City,42441,2025-01-01,9999-12-31,True,1
496,CUST_0496,Linda,Garcia,cust_496@example.com,Standard,Canada,Sample City,24790,2025-01-01,9999-12-31,True,1
497,CUST_0497,James,Miller,cust_497@example.com,Premium,United States,Sample City,41544,2025-01-01,9999-12-31,True,1
498,CUST_0498,Patricia,Johnson,cust_498@example.com,Standard,United States,Sample City,68515,2025-01-01,9999-12-31,True,1
499,CUST_0499,Elizabeth,Smith,cust_499@example.com,Standard,United States,Sample City,62725,2025-01-01,9999-12-31,True,1
500,CUST_0500,Linda,Brown,cust_500@example.com,Standard,United States,Sample City,28367,2025-01-01,9999-12-31,True,1
